filename	title	document_type	classification	security_level	date	origin_agency	sender	recipient	summary
157-10014-10109	Miscellaneous Records of the Church Committee	Report	JFK Assassination Records Act	Top Secret	1975-06-25	SSCIA	SSCIA		This document contains information pertaining to William Harvey, ZRRIFLE, and Operation Mongoose. It includes meeting agendas, chronologies, and memorandums related to intelligence activities and potential assassination plots involving Fidel Castro.
157-10014-10242		Report	Cuba	Top Secret	1975-01-01	SSCIA			This document contains information on anti-Castro activities, organized crime, the CIA, and the assassination of John F. Kennedy.
176-10011-10152	Memorandum for the Record: Minutes of Special Group Meeting, 6 June 1961	Memorandum	Cuba	Secret	1961-06-08	WH	WH	The Record	Minutes of Special Group Meeting on June 6, 1961, covering topics such as the Congo, political action projects, Francis Gary Powers' release procedures, STPOLLY flight in Vietnam, covert annexes for Vietnam and Korea, TACKLE, Nicaragua, and the Agency's relations with exile groups in Cuba.
176-10030-10422	Memo to President CIA Reorganization	Memoranda	Administrative	SECRET	1961-06-30	NARA	Schlesinger, Jr.	President Kennedy	Arthur Schlesinger Jr. sends a memo to President Kennedy regarding CIA reorganization, emphasizing the need for greater oversight and control due to concerns about autonomy and potential for errors. The memo suggests reforms in clandestine operations, policy integration, and intelligence management.
176-10033-10145	CIA Reorganization	Memorandum	Administrative	SECRET	1961-06-30	WH	Schlessinger, Jr.	Kennedy, John F	Arthur Schlesinger Jr. submits a memorandum to President Kennedy regarding the reorganization of the CIA, its autonomy, clandestine operations, relationship with foreign policy, and intelligence gathering.
176-10036-10023	Withdrawal of United Nations Troops from the Congo	Report	Information Report	SECRET	1963-08-00	CIA		U.S. MISSION	This document discusses plans for the withdrawal of United Nations troops from the Congo at the end of 1963, despite Congolese Premier Cyrille Adoula's requests to the contrary. A new method of financing the Congo operation, maintaining 40-50 percent troop strength, is suggested, but the Secretary General's ability to accept outside funds is debated.
176-10036-10027	Fidel Castro's Coming Visit to Moscow and Algiers	Report	Cuba	SECRET	1963-04-23	NARA	OCI	Intelligence Community	Report on Fidel Castro's planned visit to Moscow and Algiers in April 1963, including the purpose of the visits and the relationships between Castro, Khrushchev, Ben Bella, and Boumedienne.
176-10036-10051	Central Intelligence Agency Information Report: Possible Establishment of a Cuban Exile Base in Nicaragua	Telegram Information Report	Cuba	SECRET	1963-08-10	CIA		STATE/INR DIA ARMY/ACSI NAVY AIR	This document discusses the possible establishment of a Cuban exile base in Nicaragua in 1963, potential support from the U.S., and the policies of various Cuban exile groups.
176-10036-10052	Central Intelligence Agency Information Report	Telegram Information Report	Cuba	SECRET	1963-06-28	CIA	CIA	BUNDY-SMITH	This document contains information about Cuban exile plans to attack the Cuban mainland and launch Plan Omega, which involves reorganizing guerrilla groups, attacking Russian bases and Cuban forces, and coordinating a general insurrection. It also mentions the alliance receiving blueprints of major plants inside Cuba and the involvement of the Frente Anti-Comunista de Liberacion (FAL) within the Cuban Army.
176-10036-10058	Activities of Cuban Trained Peruvian Guerrillas	Memorandum	Cuba	SECRET	1963-04-11	CIA		Director, CIA	This memorandum details the activities of Cuban-trained Peruvian guerrillas, focusing on their training in Cuba, clandestine return to Peru, and plans for a revolution. It highlights the involvement of the Movimiento Izquierda Revolucionario (MIR) and the coordination efforts in Paris, as well as the financial support from Chinese Communists.
176-10036-10065	Draft Briefing Notes: Funding	Briefing Notes	Cuba	SECRET	1963-02-18	CIA	CIA	Unknown	This document contains draft briefing notes from February 18, 1963, regarding Cuban financing of subversive operations in Latin America. It details instances of cash transfers, bank transfers, and bank robberies linked to Cuban support for guerrilla and political activities in Venezuela, Nicaragua, Ecuador, Guatemala, Brazil, Peru, and Argentina.
176-10036-10073	Meeting of Vietnam Task Force June 19 1961	Memorandum	Administrative	SECRET	1961-06-20	NARA	Johnson	Rostow	This document is a memorandum from Johnson to Rostow regarding a meeting of the Task Force on Vietnam on June 19, 1961. The meeting covered intelligence briefings, local currency costs, the situation in Laos, and other matters. Cottrell's proposal to break off the Geneva Conference and intervene in Laos was discussed, as well as a possible 100,000 man increase in GVN forces.
176-10036-10078	Opposition in Khanh Hoa Province	Telegram	Intelligence Report	CONFIDENTIAL	1962-09-13	CIA			This document discusses opposition in Khanh Hoa Province to arming mountain tribesmen and the Strategic Hamlet Program, as well as conflict among provincial authorities.
176-10036-10079	Possible severence of Cambodian	TELEGRAM INFORMATION REPORT	TELEGRAM	CONFIDENTIAL	1962-09-17	CIA	CENTRAL INTELLIGENCE AGENG	STATE ARMY NAVY AIR USMACV MAAG USOM CINCPAC PACFLT ARPAC PACAF 9TH FIELD STATION	This document discusses the possible severance of Cambodian-South Vietnamese diplomatic relations.
176-10036-10085	Vietnamese Communist Analysis of Effects	Telegram	Intelligence Report	CONFIDENTIAL	1962-06-13	CIA		STATE, ARMY, NAVY, AIR, JCS, SECDEF, NSA, NIC, USIA, OCI, ONE, OCR, ORR, AID, DIA	This document is a Vietnamese Communist analysis of the effects of increased U.S. military aid to the Government of Vietnam, written in early May 1962 by a VC company commander in Ba Xuyen Province.
176-10036-10086	Views... Possible Coup D'Etat	Telegram Information Report	Operations	CONFIDENTIAL	1962-06-15	CIA		STATE, ARMY/ACSI, NAVY, AIR, JCS, SECDEF, NSA, NIC, USIA, OCI, ONE, OCR, LORR	This document discusses the views of Colonel Ton That Xung regarding the possibility of a coup d'etat in South Vietnam. He indicates that plans for such action would not be communicated to the Americans due to the US opposition to unlawful acts.
176-10036-10087	Vietnam Communist Activities	Telegram	Intelligence	CONFIDENTIAL	1962-08-23	CIA		STATE, ARMY/ACSI, NAVY, AIR, JCS, SECDEF, NSA, NIC, USIA, OCI, ONE, OCR, ORR, OO, DIA, EX, AID, USMACV, MAAG, USOM, CINCPAC, PACFLT, ARPAC, PACAF	This document discusses Vietnamese Communist activities in the Saigon area, including the infiltration of VC into Saigon, the deployment of an armed platoon for special operations, and plans to set up a base among laborers for future operations. It also mentions potential sabotage and kidnappings, and an unconfirmed report about a possible large-scale attack.
176-10036-10088	Indication of Planning	TELEGRAM INFORMATION REPORT TELEGRAM	Operations	CONFIDENTIAL	1962-11-20	CIA	CIA	STATE INR DIA ARMY/ACSI NAVY AIR JCS SECDEF NSA. NIC AID US IA OCI STATE/DIR	This document indicates planning for the reoccupation of North Vietnam in late October 1962. It involves drafting questionnaires for people in South Vietnam and those formerly living in North Vietnam to gather information on acquaintances still in North Vietnam.
176-10036-10094	Ngo Dinh Nhu's Statement on Withdrawal of American Aid	Telegram	Intel	CONFIDENTIAL	1963-04-20	CIA	CIA	N/A	This telegram reports on Ngo Dinh Nhu's statements regarding the potential withdrawal of American aid from South Vietnam. Nhu discussed revising policies on receiving aid and prioritizing different categories of aid, emphasizing self-sufficiency. The telegram also mentions instructions to encourage local weapons production and concerns among Vietnamese Air Force officers about the potential collapse of the regime without American support.
176-10036-10095	Central Intelligence Agency Information Report	Telegram Information Report	CIA Information Report	SECRET	1963-04-22	CIA	CIA	STATE/INR DIA ARMY/ACSI NAVY AIR STATE/DIR JCS SECDEF NSA NIC	This document discusses the tensions between the Government of Vietnam and the U.S. Government over operations in South Vietnam in mid-April 1963. Diem and Nhu were concerned over "infringements" of Vietnamese sovereignty, particularly by the U.S. Special Forces. Diem plans to confront Ambassador Nolting and USMACV Chief General Harkins with evidence and demand a reduction in the number of U.S. personnel in South Vietnam.
176-10036-10097	Central Intelligence Agency Information Report	Telegram Information Report	Operations	CONFIDENTIAL	1963-04-25	CIA		STATE/INR DIA ARMY/ACSI NAVY AIR JCS SECDEF NSA. NIC A.ID USIA OC I ONE OCR ORR OBI 00 IDII	This document contains information regarding Viet Cong concentration on terrorist and military subversion activity in the capital area of South Vietnam in early April 1963. It details plans to increase terrorist activity, target Americans, and reorganize counterpropaganda personnel.
176-10036-10098	Central Intelligence Agency Information Report: Plans for a Coup D'Etat in Central Vietnam by the Reformed VNQDD	Telegram	Intelligence Report	CONFIDENTIAL	1963-05-18	CIA			This document contains an intelligence report about plans for a coup d'etat in Central Vietnam by the reformed VNQDD. The report details the organization's structure, planned actions, and potential consequences, including the possible exploitation by the Viet Cong.
176-10036-10099	Central Intelligence Agency Information Report: Apprehensions of Vietnamese Consul General in Singapore Regarding Recent Events in Vietnam	Telegram Information Report	Operations	SECRET	1963-05-18	CIA	CIA	N/A	Vietnamese Consul General in Singapore expresses concerns about recent political acts in Vietnam that may weaken the Diem regime, including the dismissal of officials and the Hue incident involving Buddhist protesters.
176-10036-10102	CIA Information Telegram	Telegram	Intel	CONFIDENTIAL	1963-03-19	CIA		STATE/INR DIA ARMY/ACSI NAVY AIR JCS SECDEF NSA NIC AID USIA OCI ONE OCR STATE/DIR ORR OB 00 EXO	This document is a CIA Information Telegram discussing discussions between President Diem of South Vietnam and Vice President Chen Cheng of Nationalist China in March 1963. The discussions covered topics such as increased Chinese Nationalist military support for South Vietnam, the use of South Vietnam as a base for Chinese Nationalist military operations against mainland China, and joint operations into North Vietnam and Laos.
176-10036-10103	CIA Information Telegram	Telegram	CIA	CONFIDENTIAL	1963-03-20	CIA	CIA	Unknown	CIA information telegram regarding the seeking of American support for the overthrow of the Diem regime in South Vietnam.
176-10036-10104	CIA Information Report	CIA Information Report	FOREIGN RELATIONS	CONFIDENTIAL	1963-06-19	CIA	CIA	STATE/INR DIA ARMY/ACSI NAVY AIR JCS SECDEF NIC NSA AID USIA OCI ONE OCR ORR 081 00 STATE/DIR	This document is a CIA information report regarding a white paper being prepared by Gene Gregory of the Times of Vietnam at the request of Madame Ngo Dinh Nhu. The white paper sets forth the Government of Vietnam's position on the Buddhist issue, American presence and policy in South Vietnam.
176-10036-10113	CIA Information Telegram: Coup D'Etat Plan of Ngo Dinh Nhu	Telegram	Military/Political Affairs	SECRET	1963-07-12	CIA		DIRNSA, STATE	This document discusses a potential coup d'etat being planned by Ngo Dinh Nhu against the Diem government in South Vietnam in July 1963. Nhu is reportedly seeking support from army generals and believes a swift, overnight coup is necessary. The document also mentions concerns about the influence of Buddhist leaders and the need for immediate action given the upcoming arrival of a new US ambassador.
176-10036-10115	CIA Information Telegram	Telegram Information Report	JFK Assassination Records Act	SECRET	1963-07-16	CIA	CIA	STATE, USMACY, CINCPAC, PACFLT, ARPACO, PACAF, CORS	This document discusses the status of a coup d'etat plan by Tran Kim Tuyen's group against President Diem in South Vietnam, including details of the plan and the timing of the coup.
176-10036-10116	CIA Information Telegram	Telegram	CIA	CONFIDENTIAL	1963-07-17	CIA	CIA	STATE INR DIA ARMY ACSI NAVYAIR JCS SECDEF NSA NIC STATE/DIR GROUP AID USIA OCI ONE OCR ORR	This document discusses a possible change in the Government of Vietnam's foreign policy due to the appointment of Ambassador Lodge. It also mentions President Diem's concerns about the appointment and the recall of diplomats for consultation.
176-10036-10117	CIA Information Telegram	Telegram	Military	SECRET	1963-07-18	CIA	CIA	State/INR DIA ARMY/ACSI NAVY AIR JCS SECDEF. NSA NIG AID YSIA OGI. ONE OGR STATE D'I'R CIB	This document is a CIA Information Telegram, discussing Major General Duong Van Minh's comments on the current situation in South Vietnam and the need for a change in the government. It details Minh's criticism of President Diem, the Buddhist issue, and potential scenarios involving other key figures.
176-10036-10131	CIA Information Telegram	Telegram	Operations	CONFIDENTIAL	1963-09-19	CIA	CIA	STATE (AMBASSADOR LODGE), USMACV (GENERAL HARKINS), CINCPAC ARPAC PACAF PACFLT	CIA Information Telegram regarding General Nguyen Khanh's plans to make a final decision on action against the Diem regime in South Vietnam, dated September 19, 1963.
